player1_name,player1_age,player1_height,player1_ranking_points,player1_elo,winner_hand_1,winner_hand_2,player1_wins,player1_losses,player1_total_games,player1_W/total_games,player1_Wins_per_surface,player1_Losses_per_surface,player1_total_games_per_surface,player1_W/total_games_per_surface,player1_won_h2h,player2_name,player2_age,player2_height,player2_ranking_points,player2_elo,loser_hand_1,loser_hand_2,player2_wins,player2_losses,player2_total_games,player2_W/total_games,player2_Wins_per_surface,player2_Losses_per_surface,player2_total_games_per_surface,player2_W/total_games_per_surface,player2_won_h2h,games_h2h,player1_winrate,surface_1,surface_2,draw_size_1,draw_size_2,draw_size_3,draw_size_4,draw_size_5,best_of_3,round_1,round_2,round_3,round_4,round_5,round_6,round_7,outcome
Ricardas Berankis,30.1957563313,175.0,809.0,1592.9518197229422,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Steve Johnson,30.6858316222,188.0,825.0,1625.0424445940228,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Soon Woo Kwon,22.7460643395,,742.0,1622.7256122079684,1.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Denis Shapovalov,21.3798767967,,2075.0,1778.2430869401583,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Taylor Fritz,22.841889116999997,,1545.0,1728.4400772954295,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Gilles Simon,35.6769336071,183.0,970.0,1673.7814889806345,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Marcos Giron,27.104722792600004,,639.0,1538.8038213198588,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Filip Krajinovic,28.509240246399997,185.0,1503.0,1813.8010558930819,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
David Goffin,29.733059548299998,163.0,2555.0,1794.509972730043,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Lloyd Harris,23.515400410700003,,641.0,1609.3295177981902,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Maxime Cressy,23.315537303200003,,320.0,1512.8281017751074,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Stefanos Tsitsipas,22.0533880903,,5095.0,1961.7512981439465,0.0,0.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Borna Coric,23.794661191,,1355.0,1663.3406873126569,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Juan Ignacio Londero,27.0444900753,,832.0,1587.2460401643164,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Egor Gerasimov,27.8028747433,,744.0,1740.159774737286,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Jordan Thompson,26.3655030801,,829.0,1621.2528345571618,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mikhail Kukushkin,32.681724846,183.0,661.0,1573.2402191958122,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Christian Garin,24.254620123200002,,1900.0,1713.6368142210542,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Federico Coria,28.4791238877,,569.0,1520.6004980725443,1.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Cameron Norrie,25.0239561944,,727.0,1564.3775029971102,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alejandro Davidovich Fokina,21.2402464066,,627.0,1510.2655701303609,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Hubert Hurkacz,23.550992470900002,,1353.0,1695.8471901466767,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Jack Sock,27.934291581100002,185.0,95.0,1528.3230515465732,1.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Adrian Mannarino,32.1724845996,183.0,1191.0,1632.2722987269467,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alexander Zverev,23.364818617399997,198.0,3630.0,1853.0630167321826,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Brandon Nakashima,19.0773442847,,229.0,1546.1401631962676,0.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Ugo Humbert,22.1820670773,,1111.0,1670.4434082820608,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Matteo Berrettini,24.386036961,,2940.0,1797.1554055472786,1.0,0.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Casper Ruud,21.6919917864,,1279.0,1683.8363408415607,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Emil Ruusuvuori,21.415468856900002,,648.0,1552.968032266673,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Ernesto Escobedo,24.158795345700003,,284.0,1484.4629243943698,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Salvatore Caruso,27.7097878166,,623.0,1520.5007746419017,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Andrey Rublev,22.8637919233,,2234.0,1883.1172220157775,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Gregoire Barrere,26.5379876797,183.0,647.0,1529.8940996750268,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Grigor Dimitrov,29.2950034223,188.0,1885.0,1763.4878935550405,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Marton Fucsovics,28.5612594114,,787.0,1677.1222980953264,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Frances Tiafoe,22.611909650900003,,700.0,1615.5119674015903,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,John Millman,31.2142368241,183.0,1096.0,1704.9503769728678,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Roberto Carballes Baena,27.4414784394,,614.0,1575.8553443656313,0.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,J.J. Wolf,21.6947296372,,402.0,1514.269485070706,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Daniil Medvedev,24.553045859,,5890.0,1904.3113580523068,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Christopher O'Connell,26.2450376454,,498.0,1499.9103941325754,0.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Miomir Kecmanovic,21.0020533881,,1028.0,1693.3340397245256,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1,Roberto Bautista Agut,32.380561259400004,183.0,2540.0,1839.3698518847236,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vasek Pospisil,30.1902806297,193.0,642.0,1732.5457076966377,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1,Milos Raonic,29.6783025325,196.0,1950.0,1848.5089020802943,0.0,1.0,6.0,1.0,7.0,85.71428571428571,6.0,1.0,7.0,85.71428571428571,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Richard Gasquet,34.2039698836,185.0,985.0,1700.58792195763,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,1,Alex De Minaur,21.535934291599997,,1485.0,1805.214084514923,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Karen Khachanov,24.279260780300003,,2120.0,1758.7726392625575,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,1,Andrey Kuznetsov,29.5222450376,185.0,,1625.906870938485,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Andy Murray,33.2977412731,190.0,502.0,1868.9922514316393,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Felix Auger Aliassime,20.0629705681,,1806.0,1735.5186482787833,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Corentin Moutet,21.368925393599998,,722.0,1547.0954113696898,1.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,Daniel Evans,30.2751540041,175.0,1384.0,1770.1456243611935,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Norbert Gombos,30.0506502396,,550.0,1467.79828752265,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Marin Cilic,31.923340178000004,198.0,1225.0,1739.1216034038512,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dominic Thiem,26.992470910300003,185.0,7135.0,1935.356695887159,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,Sumit Nagal,23.041752224499998,,448.0,1448.3505693252705,0.0,1.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Jan Lennard Struff,30.351813826100003,,1405.0,1794.4563954171672,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Novak Djokovic,33.2785763176,188.0,10860.0,2204.9056022672066,0.0,1.0,7.0,0.0,7.0,100.0,7.0,0.0,7.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pablo Carreno Busta,29.1389459274,188.0,1500.0,1759.5479086454352,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Ricardas Berankis,30.1957563313,175.0,809.0,1610.4254593781363,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Taylor Fritz,22.841889116999997,,1545.0,1741.9435186566955,1.0,0.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Denis Shapovalov,21.3798767967,,2075.0,1787.5240983503224,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
David Goffin,29.733059548299998,163.0,2555.0,1802.707332486647,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Filip Krajinovic,28.509240246399997,185.0,1503.0,1819.2528775448495,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Stefanos Tsitsipas,22.0533880903,,5095.0,1963.9964693546801,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Borna Coric,23.794661191,,1355.0,1675.8913769255994,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jordan Thompson,26.3655030801,,829.0,1642.5244698653248,0.0,1.0,2.0,0.0,2.0,100.0,2.0,0.0,2.0,100.0,0,Mikhail Kukushkin,32.681724846,183.0,661.0,1595.375361405541,0.0,1.0,2.0,0.0,2.0,100.0,2.0,0.0,2.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Cameron Norrie,25.0239561944,,727.0,1578.3720988598966,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Alejandro Davidovich Fokina,21.2402464066,,627.0,1534.0822832642189,1.0,0.0,2.0,0.0,2.0,100.0,2.0,0.0,2.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alexander Zverev,23.364818617399997,198.0,3630.0,1857.7331601599826,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Adrian Mannarino,32.1724845996,183.0,1191.0,1643.6231601376908,1.0,0.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Casper Ruud,21.6919917864,,1279.0,1694.0793579612093,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Matteo Berrettini,24.386036961,,2940.0,1807.5657600395225,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Andrey Rublev,22.8637919233,,2234.0,1886.8211938326103,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Salvatore Caruso,27.7097878166,,623.0,1534.8470966600828,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Marton Fucsovics,28.5612594114,,787.0,1697.0196346361681,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,Frances Tiafoe,22.611909650900003,,700.0,1635.5421265520708,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Daniil Medvedev,24.553045859,,5890.0,1907.154140751607,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,J.J. Wolf,21.6947296372,,402.0,1533.076283075304,0.0,0.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Roberto Bautista Agut,32.380561259400004,183.0,2540.0,1849.0145867693332,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Vasek Pospisil,30.1902806297,193.0,642.0,1753.696159341813,0.0,1.0,2.0,0.0,2.0,100.0,2.0,0.0,2.0,100.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alex De Minaur,21.535934291599997,,1485.0,1816.5364210004657,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Karen Khachanov,24.279260780300003,,2120.0,1768.9357451014698,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Corentin Moutet,21.368925393599998,,722.0,1572.15546062926,0.0,1.0,2.0,0.0,2.0,100.0,2.0,0.0,2.0,100.0,0,Felix Auger Aliassime,20.0629705681,,1806.0,1757.3797935199925,1.0,0.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dominic Thiem,26.992470910300003,185.0,7135.0,1937.1851427769902,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,Marin Cilic,31.923340178000004,198.0,1225.0,1744.6697488358286,0.0,1.0,2.0,1.0,3.0,66.66666666666667,2.0,1.0,3.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Novak Djokovic,33.2785763176,188.0,10860.0,2207.6594835913997,0.0,1.0,8.0,0.0,8.0,100.0,8.0,0.0,8.0,100.0,0,Pablo Carreno Busta,29.1389459274,188.0,1500.0,1769.0733490930115,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Denis Shapovalov,21.3798767967,,2075.0,1801.4369952153893,1.0,0.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,David Goffin,29.733059548299998,163.0,2555.0,1819.4687075213335,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jordan Thompson,26.3655030801,,829.0,1656.3664046796332,0.0,1.0,3.0,0.0,3.0,100.0,3.0,0.0,3.0,100.0,1,Borna Coric,23.794661191,,1355.0,1702.7724010825036,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alexander Zverev,23.364818617399997,198.0,3630.0,1864.9568826903362,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,1,Alejandro Davidovich Fokina,21.2402464066,,627.0,1552.1109278955269,0.0,1.0,3.0,0.0,3.0,100.0,3.0,0.0,3.0,100.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Matteo Berrettini,24.386036961,,2940.0,1818.5177831744645,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,Andrey Rublev,22.8637919233,,2234.0,1890.548779656762,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Daniil Medvedev,24.553045859,,5890.0,1910.4826902554735,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Frances Tiafoe,22.611909650900003,,700.0,1654.3440880888127,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Vasek Pospisil,30.1902806297,193.0,642.0,1773.978822589624,0.0,1.0,3.0,0.0,3.0,100.0,3.0,0.0,3.0,100.0,0,Alex De Minaur,21.535934291599997,,1485.0,1830.357942274165,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dominic Thiem,26.992470910300003,185.0,7135.0,1945.127708581806,0.0,1.0,3.0,1.0,4.0,75.0,3.0,1.0,4.0,75.0,0,Felix Auger Aliassime,20.0629705681,,1806.0,1765.5756132631416,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Denis Shapovalov,21.3798767967,,2075.0,1818.2666414898292,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Pablo Carreno Busta,29.1389459274,188.0,1500.0,1798.700730486213,1.0,0.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Zverev,23.364818617399997,198.0,3630.0,1869.4926662813386,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,Borna Coric,23.794661191,,1355.0,1716.6479445447083,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrey Rublev,22.8637919233,,2234.0,1903.278352848009,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,Daniil Medvedev,24.553045859,,5890.0,1916.4432287085958,0.0,1.0,6.0,1.0,7.0,85.71428571428571,6.0,1.0,7.0,85.71428571428571,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Thiem,26.992470910300003,185.0,7135.0,1953.5241782872922,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,Alex De Minaur,21.535934291599997,,1485.0,1843.78413964268,0.0,1.0,4.0,1.0,5.0,80.0,4.0,1.0,5.0,80.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pablo Carreno Busta,29.1389459274,188.0,1500.0,1815.6008226688757,0.0,1.0,6.0,1.0,7.0,85.71428571428571,6.0,1.0,7.0,85.71428571428571,0,Alexander Zverev,23.364818617399997,198.0,3630.0,1878.875383440984,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Thiem,26.992470910300003,185.0,7135.0,1964.6320789217154,0.0,1.0,5.0,1.0,6.0,83.33333333333333,5.0,1.0,6.0,83.33333333333333,0,Daniil Medvedev,24.553045859,,5890.0,1931.837253756282,0.0,1.0,7.0,1.0,8.0,87.5,7.0,1.0,8.0,87.5,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexander Zverev,23.364818617399997,198.0,3630.0,1891.9932758756297,0.0,1.0,6.0,1.0,7.0,85.71428571428571,6.0,1.0,7.0,85.71428571428571,0,Dominic Thiem,26.992470910300003,185.0,7135.0,1979.12629078611,0.0,1.0,6.0,1.0,7.0,85.71428571428571,6.0,1.0,7.0,85.71428571428571,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Ofner,24.303901437399997,,341.0,1532.9712148060403,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0,Radu Albot,30.803559206,,772.0,1541.2531792187879,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
