player1_name,player1_age,player1_height,player1_ranking_points,player1_elo,winner_hand_1,winner_hand_2,player1_wins,player1_losses,player1_total_games,player1_W/total_games,player1_Wins_per_surface,player1_Losses_per_surface,player1_total_games_per_surface,player1_W/total_games_per_surface,player1_won_h2h,player2_name,player2_age,player2_height,player2_ranking_points,player2_elo,loser_hand_1,loser_hand_2,player2_wins,player2_losses,player2_total_games,player2_W/total_games,player2_Wins_per_surface,player2_Losses_per_surface,player2_total_games_per_surface,player2_W/total_games_per_surface,player2_won_h2h,games_h2h,player1_winrate,surface_1,surface_2,draw_size_1,draw_size_2,draw_size_3,draw_size_4,draw_size_5,best_of_3,round_1,round_2,round_3,round_4,round_5,round_6,round_7,outcome
Dennis Novak,27.162217659099998,,737.0,1504.5233936456232,0.0,1.0,2.0,5.0,7.0,28.571428571428573,2.0,3.0,5.0,40.0,0,Kevin Anderson,34.4421629021,203.0,600.0,1788.2753063354874,0.0,1.0,3.0,5.0,8.0,37.5,1.0,2.0,3.0,33.333333333333336,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tommy Paul,23.4442162902,,1002.0,1603.5667538805437,0.0,1.0,3.0,6.0,9.0,33.333333333333336,0.0,3.0,3.0,0.0,0,Stefano Travaglia,28.856947296399998,,849.0,1542.831176889637,0.0,0.0,4.0,4.0,8.0,50.0,0.0,1.0,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Gael Monfils,34.1519507187,193.0,2860.0,1796.2073144474189,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0,Pablo Carreno Busta,29.2922655715,188.0,2400.0,1815.209477395905,0.0,1.0,10.0,5.0,15.0,66.66666666666667,6.0,3.0,9.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mackenzie McDonald,25.53045859,,275.0,1526.992524092459,0.0,1.0,1.0,4.0,5.0,20.0,0.0,3.0,3.0,0.0,0,Alexander Bublik,23.3593429158,,1070.0,1656.3319400300584,0.0,1.0,4.0,7.0,11.0,36.36363636363637,1.0,3.0,4.0,25.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Denis Shapovalov,21.533196440799998,,2830.0,1798.2379249534572,1.0,0.0,13.0,6.0,19.0,68.42105263157895,8.0,4.0,12.0,66.66666666666667,0,Jurij Rodionov,21.4483230664,,408.0,1439.9594947697485,1.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Andreas Seppi,36.6789869952,190.0,679.0,1605.1097649427209,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0,Aslan Karatsev,27.143052703600002,,577.0,1452.08766010384,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Aljaz Bedene,31.2744695414,181.0,1045.0,1676.420088414223,0.0,1.0,4.0,4.0,8.0,50.0,2.0,3.0,5.0,40.0,0,Daniel Evans,30.4284736482,175.0,1454.0,1717.1257139603515,0.0,1.0,5.0,7.0,12.0,41.666666666666664,5.0,4.0,9.0,55.55555555555556,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Yuichi Sugita,32.1040383299,173.0,689.0,1516.7615955025944,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0,Damir Dzumhur,28.4353182752,172.0,562.0,1525.1884709179465,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Karen Khachanov,24.4325804244,,2245.0,1744.97971292328,0.0,1.0,11.0,7.0,18.0,61.111111111111114,7.0,4.0,11.0,63.63636363636363,0,Grigor Dimitrov,29.4483230664,188.0,2215.0,1781.863078278834,0.0,1.0,10.0,5.0,15.0,66.66666666666667,4.0,3.0,7.0,57.142857142857146,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stefanos Tsitsipas,22.206707734400002,,5925.0,1949.61919608599,0.0,1.0,14.0,5.0,19.0,73.6842105263158,5.0,2.0,7.0,71.42857142857143,0,Jan Lennard Struff,30.5051334702,,1450.0,1699.5997194628121,0.0,1.0,7.0,7.0,14.0,50.0,6.0,4.0,10.0,60.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Cameron Norrie,25.177275838499998,,877.0,1589.3052330525131,0.0,1.0,5.0,5.0,10.0,50.0,5.0,4.0,9.0,55.55555555555556,0,Jordan Thompson,26.5188227242,,984.0,1589.2529218262603,1.0,0.0,4.0,5.0,9.0,44.44444444444444,3.0,3.0,6.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lorenzo Sonego,25.4620123203,,1253.0,1579.3095741312209,0.0,1.0,5.0,6.0,11.0,45.45454545454545,0.0,2.0,2.0,0.0,0,Dusan Lajovic,30.3244353183,180.0,1785.0,1616.6902930413107,0.0,1.0,5.0,8.0,13.0,38.46153846153846,0.0,3.0,3.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Timofey Skatov,19.7618069815,,82.0,1500.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0,Emil Ruusuvuori,21.568788501,,698.0,1480.0684114841424,0.0,1.0,2.0,6.0,8.0,25.0,2.0,4.0,6.0,33.333333333333336,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hubert Hurkacz,23.704312115,,1493.0,1675.9846793927732,0.0,1.0,6.0,6.0,12.0,50.0,3.0,3.0,6.0,50.0,0,Attila Balazs,32.0793976728,180.0,759.0,1585.9192921611154,0.0,1.0,1.0,2.0,3.0,33.333333333333336,0.0,1.0,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Federico Delbonis,30.058863791900002,190.0,816.0,1575.5291949151765,0.0,1.0,4.0,4.0,8.0,50.0,0.0,1.0,1.0,0.0,0,Mikhail Kukushkin,32.8350444901,183.0,751.0,1572.534317636128,1.0,0.0,3.0,3.0,6.0,50.0,2.0,2.0,4.0,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Borna Coric,23.947980835,,1820.0,1727.2353720786105,0.0,1.0,10.0,5.0,15.0,66.66666666666667,9.0,3.0,12.0,75.0,0,Taylor Fritz,22.995208761100002,,1670.0,1656.4317883459103,0.0,1.0,6.0,7.0,13.0,46.15384615384615,4.0,4.0,8.0,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Filip Krajinovic,28.662559890500003,185.0,1628.0,1765.1522535116378,0.0,1.0,7.0,5.0,12.0,58.333333333333336,5.0,3.0,8.0,62.5,0,Novak Djokovic,33.4318959617,188.0,11740.0,2184.8976938959763,0.0,1.0,19.0,2.0,21.0,90.47619047619048,8.0,1.0,9.0,88.88888888888889,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Frances Tiafoe,22.765229295,,950.0,1633.817998509221,0.0,1.0,5.0,5.0,10.0,50.0,5.0,3.0,8.0,62.5,0,Miomir Kecmanovic,21.1553730322,,1283.0,1687.2511487202878,0.0,1.0,8.0,5.0,13.0,61.53846153846154,3.0,3.0,6.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Christian Garin,24.4079397673,,2135.0,1737.2249984836778,0.0,1.0,7.0,5.0,12.0,58.333333333333336,2.0,2.0,4.0,50.0,0,Dominic Thiem,27.1457905544,185.0,9125.0,1987.0530432919486,0.0,1.0,12.0,2.0,14.0,85.71428571428571,8.0,1.0,9.0,88.88888888888889,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Egor Gerasimov,27.956194387399997,,781.0,1700.072471723907,0.0,1.0,3.0,4.0,7.0,42.857142857142854,3.0,3.0,6.0,50.0,0,Jiri Vesely,27.2963723477,,908.0,1638.50710484364,1.0,0.0,5.0,4.0,9.0,55.55555555555556,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jannik Sinner,19.1950718686,,1214.0,1724.1453625284605,0.0,1.0,11.0,5.0,16.0,68.75,4.0,2.0,6.0,66.66666666666667,0,Andrey Rublev,23.017111567399997,,3429.0,1969.2669688648728,0.0,0.0,20.0,4.0,24.0,83.33333333333333,10.0,2.0,12.0,83.33333333333333,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
John Millman,31.3675564682,183.0,1166.0,1639.978052692733,0.0,1.0,4.0,7.0,11.0,36.36363636363637,3.0,4.0,7.0,42.857142857142854,0,Fernando Verdasco,36.9472963723,188.0,965.0,1644.6804172663356,1.0,0.0,2.0,2.0,4.0,50.0,2.0,2.0,4.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Vasek Pospisil,30.3436002738,193.0,787.0,1754.8331665831984,0.0,1.0,4.0,3.0,7.0,57.142857142857146,4.0,2.0,6.0,66.66666666666667,0,Daniil Medvedev,24.7063655031,,5890.0,1855.8534765614938,0.0,1.0,9.0,5.0,14.0,64.28571428571429,9.0,3.0,12.0,75.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tommy Paul,23.4442162902,,1002.0,1616.7979240362931,0.0,1.0,4.0,6.0,10.0,40.0,1.0,3.0,4.0,25.0,0,Radu Albot,30.9568788501,,772.0,1576.5387310558876,0.0,1.0,4.0,4.0,8.0,50.0,3.0,2.0,5.0,60.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Pablo Carreno Busta,29.2922655715,188.0,2400.0,1830.3352669495655,0.0,1.0,11.0,5.0,16.0,68.75,7.0,3.0,10.0,70.0,0,Kevin Anderson,34.4421629021,203.0,600.0,1793.5029584415222,0.0,1.0,4.0,5.0,9.0,44.44444444444444,2.0,2.0,4.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mackenzie McDonald,25.53045859,,275.0,1548.688117393762,0.0,1.0,2.0,4.0,6.0,33.333333333333336,1.0,3.0,4.0,25.0,0,Andreas Seppi,36.6789869952,190.0,679.0,1614.4857119991761,0.0,1.0,1.0,3.0,4.0,25.0,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jurij Rodionov,21.4483230664,,408.0,1468.3497741457409,0.0,1.0,2.0,1.0,3.0,66.66666666666667,1.0,0.0,1.0,100.0,0,Daniel Evans,30.4284736482,175.0,1454.0,1731.259680869071,1.0,0.0,6.0,7.0,13.0,46.15384615384615,6.0,4.0,10.0,60.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adrian Mannarino,32.3258042437,183.0,1296.0,1607.343153373347,1.0,0.0,4.0,7.0,11.0,36.36363636363637,4.0,4.0,8.0,50.0,0,Yuichi Sugita,32.1040383299,173.0,689.0,1533.1495913763304,0.0,1.0,1.0,2.0,3.0,33.333333333333336,1.0,1.0,2.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,22.206707734400002,,5925.0,1955.7524747005039,0.0,1.0,15.0,5.0,20.0,75.0,6.0,2.0,8.0,75.0,0,Grigor Dimitrov,29.4483230664,188.0,2215.0,1796.1708885883208,0.0,1.0,11.0,5.0,16.0,68.75,5.0,3.0,8.0,62.5,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Emil Ruusuvuori,21.568788501,,698.0,1496.9852894445457,0.0,1.0,3.0,6.0,9.0,33.333333333333336,3.0,4.0,7.0,42.857142857142854,0,Jordan Thompson,26.5188227242,,984.0,1605.2553308472375,0.0,1.0,5.0,5.0,10.0,50.0,4.0,3.0,7.0,57.142857142857146,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Hubert Hurkacz,23.704312115,,1493.0,1687.9274910711645,0.0,1.0,7.0,6.0,13.0,53.84615384615385,4.0,3.0,7.0,57.142857142857146,0,Lorenzo Sonego,25.4620123203,,1253.0,1597.0244081615251,0.0,1.0,6.0,6.0,12.0,50.0,1.0,2.0,3.0,33.333333333333336,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mikhail Kukushkin,32.8350444901,183.0,751.0,1588.67223341583,0.0,1.0,4.0,3.0,7.0,57.142857142857146,3.0,2.0,5.0,60.0,0,Benoit Paire,31.4688569473,196.0,1738.0,1589.0542846183798,0.0,1.0,1.0,5.0,6.0,16.666666666666668,0.0,2.0,2.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,23.947980835,,1820.0,1740.0191470358818,0.0,1.0,11.0,5.0,16.0,68.75,10.0,3.0,13.0,76.92307692307692,1,Novak Djokovic,33.4318959617,188.0,11740.0,2187.519837666864,0.0,1.0,20.0,2.0,22.0,90.9090909090909,9.0,1.0,10.0,90.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Frances Tiafoe,22.765229295,,950.0,1652.2594675283635,0.0,1.0,6.0,5.0,11.0,54.54545454545455,6.0,3.0,9.0,66.66666666666667,1,Egor Gerasimov,27.956194387399997,,781.0,1713.2665883977,0.0,1.0,4.0,4.0,8.0,50.0,4.0,3.0,7.0,57.142857142857146,0,1,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dominic Thiem,27.1457905544,185.0,9125.0,1993.191787048564,0.0,1.0,13.0,2.0,15.0,86.66666666666667,9.0,1.0,10.0,90.0,0,Andrey Rublev,23.017111567399997,,3429.0,1975.541244529318,0.0,1.0,21.0,4.0,25.0,84.0,11.0,2.0,13.0,84.61538461538461,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
John Millman,31.3675564682,183.0,1166.0,1656.1945913622424,0.0,1.0,5.0,7.0,12.0,41.666666666666664,4.0,4.0,8.0,50.0,0,Tommy Paul,23.4442162902,,1002.0,1630.9521733121214,0.0,1.0,5.0,6.0,11.0,45.45454545454545,2.0,3.0,5.0,40.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Daniil Medvedev,24.7063655031,,5890.0,1867.328132475741,0.0,1.0,10.0,5.0,15.0,66.66666666666667,10.0,3.0,13.0,76.92307692307692,1,Kevin Anderson,34.4421629021,203.0,600.0,1811.1928231413222,0.0,1.0,5.0,5.0,10.0,50.0,3.0,2.0,5.0,60.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Mannarino,32.3258042437,183.0,1296.0,1619.97742009592,1.0,0.0,5.0,7.0,12.0,41.666666666666664,5.0,4.0,9.0,55.55555555555556,1,Mackenzie McDonald,25.53045859,,275.0,1567.6824960584725,0.0,1.0,3.0,4.0,7.0,42.857142857142854,2.0,3.0,5.0,40.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Grigor Dimitrov,29.4483230664,188.0,2215.0,1819.043270974221,0.0,1.0,12.0,5.0,17.0,70.58823529411765,6.0,3.0,9.0,66.66666666666667,0,Daniel Evans,30.4284736482,175.0,1454.0,1737.0334685111013,0.0,1.0,7.0,7.0,14.0,50.0,7.0,4.0,11.0,63.63636363636363,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Ruusuvuori,21.568788501,,698.0,1517.815942486665,0.0,1.0,4.0,6.0,10.0,40.0,4.0,4.0,8.0,50.0,0,Mikhail Kukushkin,32.8350444901,183.0,751.0,1604.6898275168135,0.0,1.0,5.0,3.0,8.0,62.5,4.0,2.0,6.0,66.66666666666667,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Novak Djokovic,33.4318959617,188.0,11740.0,2189.782164068155,0.0,1.0,21.0,2.0,23.0,91.30434782608695,10.0,1.0,11.0,90.9090909090909,0,Lorenzo Sonego,25.4620123203,,1253.0,1617.1176711515268,0.0,1.0,7.0,6.0,13.0,53.84615384615385,2.0,2.0,4.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
John Millman,31.3675564682,183.0,1166.0,1671.0341760975984,0.0,1.0,6.0,7.0,13.0,46.15384615384615,5.0,4.0,9.0,55.55555555555556,0,Frances Tiafoe,22.765229295,,950.0,1671.040426299106,0.0,1.0,7.0,5.0,12.0,58.333333333333336,7.0,3.0,10.0,70.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kevin Anderson,34.4421629021,203.0,600.0,1829.7556871998663,0.0,1.0,6.0,5.0,11.0,54.54545454545455,4.0,2.0,6.0,66.66666666666667,0,Andrey Rublev,23.017111567399997,,3429.0,1992.353383493995,0.0,1.0,22.0,4.0,26.0,84.61538461538461,12.0,2.0,14.0,85.71428571428571,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Mannarino,32.3258042437,183.0,1296.0,1633.5871732550127,1.0,0.0,6.0,7.0,13.0,46.15384615384615,6.0,4.0,10.0,60.0,0,Emil Ruusuvuori,21.568788501,,698.0,1537.7352899261666,0.0,1.0,5.0,6.0,11.0,45.45454545454545,5.0,4.0,9.0,55.55555555555556,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Daniel Evans,30.4284736482,175.0,1454.0,1756.7415470241974,0.0,1.0,8.0,7.0,15.0,53.333333333333336,8.0,4.0,12.0,66.66666666666667,0,Lorenzo Sonego,25.4620123203,,1253.0,1647.975568606775,0.0,1.0,8.0,6.0,14.0,57.142857142857146,3.0,2.0,5.0,60.0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Millman,31.3675564682,183.0,1166.0,1687.034463930015,0.0,1.0,7.0,7.0,14.0,50.0,6.0,4.0,10.0,60.0,0,Adrian Mannarino,32.3258042437,183.0,1296.0,1645.2817129208204,1.0,0.0,7.0,7.0,14.0,50.0,7.0,4.0,11.0,63.63636363636363,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lorenzo Sonego,25.4620123203,,1253.0,1668.8269696131492,0.0,1.0,9.0,6.0,15.0,60.0,4.0,2.0,6.0,66.66666666666667,0,Andrey Rublev,23.017111567399997,,3429.0,2001.3681529328087,0.0,1.0,23.0,4.0,27.0,85.18518518518519,13.0,2.0,15.0,86.66666666666667,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugo Humbert,22.3545516769,,1466.0,1759.9976102436704,1.0,0.0,11.0,6.0,17.0,64.70588235294117,7.0,3.0,10.0,70.0,0,Casper Ruud,21.864476386,,1739.0,1739.4338970980928,0.0,1.0,11.0,7.0,18.0,61.111111111111114,2.0,3.0,5.0,40.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Salvatore Caruso,27.8822724162,,802.0,1515.736687516658,1.0,0.0,3.0,6.0,9.0,33.333333333333336,2.0,3.0,5.0,40.0,1,Corentin Moutet,21.541409993200002,,838.0,1525.6052506063909,0.0,1.0,3.0,5.0,8.0,37.5,2.0,3.0,5.0,40.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marin Cilic,32.0958247775,198.0,1280.0,1703.7453686052038,0.0,1.0,5.0,6.0,11.0,45.45454545454545,3.0,4.0,7.0,42.857142857142854,1,Felix Auger Aliassime,20.2354551677,,2171.0,1738.949231894475,0.0,1.0,10.0,8.0,18.0,55.55555555555556,9.0,5.0,14.0,64.28571428571429,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Aljaz Bedene,31.2936344969,181.0,1045.0,1662.2861215055036,0.0,1.0,4.0,5.0,9.0,44.44444444444444,2.0,4.0,6.0,33.333333333333336,0,Milos Raonic,29.8507871321,196.0,2265.0,1815.9532824857224,0.0,1.0,12.0,5.0,17.0,70.58823529411765,11.0,4.0,15.0,73.33333333333333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pierre Hugues Herbert,29.6290212183,188.0,787.0,1630.7918653991853,0.0,1.0,2.0,4.0,6.0,33.333333333333336,1.0,2.0,3.0,33.333333333333336,0,Tennys Sandgren,29.2840520192,,1078.0,1570.1188706129872,0.0,1.0,3.0,8.0,11.0,27.272727272727273,2.0,5.0,7.0,28.571428571428573,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Albert Ramos,32.7939767283,188.0,1165.0,1587.0169674527406,0.0,1.0,2.0,7.0,9.0,22.22222222222222,0.0,2.0,2.0,0.0,0,Marcos Giron,27.277207392199998,,769.0,1555.058828868961,1.0,0.0,5.0,5.0,10.0,50.0,4.0,4.0,8.0,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kevin Anderson,34.461327857600004,203.0,780.0,1820.7409177610525,0.0,1.0,6.0,6.0,12.0,50.0,4.0,3.0,7.0,57.142857142857146,0,Laslo Djere,25.4209445585,,1042.0,1662.321026392675,0.0,1.0,8.0,3.0,11.0,72.72727272727273,0.0,1.0,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Alexander Bublik,23.378507871300002,,1070.0,1634.6363467287554,0.0,1.0,4.0,8.0,12.0,33.333333333333336,1.0,4.0,5.0,20.0,0,Lorenzo Sonego,25.4811772758,,1543.0,1664.7148763243774,0.0,1.0,9.0,7.0,16.0,56.25,4.0,3.0,7.0,57.142857142857146,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alex De Minaur,21.708418891199997,,1815.0,1799.5932478018544,0.0,1.0,8.0,5.0,13.0,61.53846153846154,8.0,3.0,11.0,72.72727272727273,0,Stefano Travaglia,28.8761122519,,849.0,1529.6000067338875,0.0,0.0,4.0,5.0,9.0,44.44444444444444,0.0,2.0,2.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Karen Khachanov,24.451745379899997,,2245.0,1730.6719026137932,0.0,1.0,11.0,8.0,19.0,57.89473684210526,7.0,5.0,12.0,58.333333333333336,0,Alejandro Davidovich Fokina,21.412731006199998,,963.0,1614.2762399699768,0.0,1.0,9.0,5.0,14.0,64.28571428571429,8.0,3.0,11.0,72.72727272727273,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Benjamin Bonzi,24.3997262149,,346.0,1502.6677311418264,0.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,,0,Federico Coria,28.6516084873,,757.0,1517.8591471021673,0.0,1.0,4.0,5.0,9.0,44.44444444444444,1.0,2.0,3.0,33.333333333333336,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Taylor Fritz,23.014373716599998,,1670.0,1643.648013388639,0.0,1.0,6.0,8.0,14.0,42.857142857142854,4.0,5.0,9.0,44.44444444444444,1,Richard Gasquet,34.3764544832,185.0,1030.0,1660.479573206953,0.0,1.0,2.0,5.0,7.0,28.571428571428573,2.0,4.0,6.0,33.333333333333336,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Radu Albot,30.9760438056,,772.0,1562.3844817800593,0.0,1.0,4.0,5.0,9.0,44.44444444444444,3.0,3.0,6.0,50.0,1,Hubert Hurkacz,23.723477070500003,,1518.0,1667.8342280811628,0.0,1.0,7.0,7.0,14.0,50.0,4.0,4.0,8.0,50.0,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
