Wins,Losses,total_games,W/total_games,Wins_per_surface,Losses_per_surface,total_games_per_surface,W/total_games_per_surface,player_name,winner,loser,tourney name
6,6,12,50.0,5,3,8,62.5,Jan Lennard Struff,Jan Lennard Struff,Marco Cecchinato,Cologne 2
7,4,11,63.63636363636363,0,1,1,0.0,Marco Cecchinato,Jan Lennard Struff,Marco Cecchinato,Cologne 2
7,4,11,63.63636363636363,0,1,1,0.0,Jannik Sinner,Jannik Sinner,James Duckworth,Cologne 2
0,3,3,0.0,0,2,2,0.0,James Duckworth,Jannik Sinner,James Duckworth,Cologne 2
1,3,4,25.0,0,1,1,0.0,Pierre Hugues Herbert,Pierre Hugues Herbert,Tennys Sandgren,Cologne 2
3,6,9,33.333333333333336,2,3,5,40.0,Tennys Sandgren,Pierre Hugues Herbert,Tennys Sandgren,Cologne 2
2,4,6,33.333333333333336,2,2,4,50.0,Gilles Simon,Gilles Simon,Jordan Thompson,Cologne 2
4,4,8,50.0,3,2,5,60.0,Jordan Thompson,Gilles Simon,Jordan Thompson,Cologne 2
2,6,8,25.0,2,3,5,40.0,Adrian Mannarino,Adrian Mannarino,Alexei Popyrin,Cologne 2
0,1,1,0.0,0,0,0,,Alexei Popyrin,Adrian Mannarino,Alexei Popyrin,Cologne 2
7,4,11,63.63636363636363,2,2,4,50.0,Miomir Kecmanovic,Miomir Kecmanovic,Sumit Nagal,Cologne 2
1,2,3,33.333333333333336,1,1,2,50.0,Sumit Nagal,Miomir Kecmanovic,Sumit Nagal,Cologne 2
3,6,9,33.333333333333336,2,3,5,40.0,John Millman,John Millman,Fernando Verdasco,Cologne 2
1,1,2,50.0,1,1,2,50.0,Fernando Verdasco,John Millman,Fernando Verdasco,Cologne 2
11,5,16,68.75,1,2,3,33.333333333333336,Diego Schwartzman,Diego Schwartzman,Oscar Otte,Cologne 2
2,1,3,66.66666666666667,2,1,3,66.66666666666667,Oscar Otte,Diego Schwartzman,Oscar Otte,Cologne 2
8,4,12,66.66666666666667,7,2,9,77.77777777777777,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Steve Johnson,Cologne 2
3,3,6,50.0,3,2,5,60.0,Steve Johnson,Alejandro Davidovich Fokina,Steve Johnson,Cologne 2
8,6,14,57.142857142857146,7,3,10,70.0,Felix Auger Aliassime,Felix Auger Aliassime,Egor Gerasimov,Cologne 2
2,3,5,40.0,2,2,4,50.0,Egor Gerasimov,Felix Auger Aliassime,Egor Gerasimov,Cologne 2
3,5,8,37.5,1,1,2,50.0,Yoshihito Nishioka,Yoshihito Nishioka,Jan Lennard Struff,Cologne 2
7,6,13,53.84615384615385,6,3,9,66.66666666666667,Jan Lennard Struff,Yoshihito Nishioka,Jan Lennard Struff,Cologne 2
8,4,12,66.66666666666667,1,1,2,50.0,Jannik Sinner,Jannik Sinner,Pierre Hugues Herbert,Cologne 2
2,3,5,40.0,1,1,2,50.0,Pierre Hugues Herbert,Jannik Sinner,Pierre Hugues Herbert,Cologne 2
3,4,7,42.857142857142854,3,2,5,60.0,Gilles Simon,Gilles Simon,Denis Shapovalov,Cologne 2
13,5,18,72.22222222222223,8,3,11,72.72727272727273,Denis Shapovalov,Gilles Simon,Denis Shapovalov,Cologne 2
3,6,9,33.333333333333336,3,3,6,50.0,Adrian Mannarino,Adrian Mannarino,Miomir Kecmanovic,Cologne 2
8,4,12,66.66666666666667,3,2,5,60.0,Miomir Kecmanovic,Adrian Mannarino,Miomir Kecmanovic,Cologne 2
13,3,16,81.25,10,2,12,83.33333333333333,Alexander Zverev,Alexander Zverev,John Millman,Cologne 2
4,6,10,40.0,3,3,6,50.0,John Millman,Alexander Zverev,John Millman,Cologne 2
12,5,17,70.58823529411765,2,2,4,50.0,Diego Schwartzman,Diego Schwartzman,Alejandro Davidovich Fokina,Cologne 2
9,4,13,69.23076923076923,8,2,10,80.0,Alejandro Davidovich Fokina,Diego Schwartzman,Alejandro Davidovich Fokina,Cologne 2
9,6,15,60.0,8,3,11,72.72727272727273,Felix Auger Aliassime,Felix Auger Aliassime,Yoshihito Nishioka,Cologne 2
4,5,9,44.44444444444444,2,1,3,66.66666666666667,Yoshihito Nishioka,Felix Auger Aliassime,Yoshihito Nishioka,Cologne 2
9,4,13,69.23076923076923,2,1,3,66.66666666666667,Jannik Sinner,Jannik Sinner,Gilles Simon,Cologne 2
4,4,8,50.0,4,2,6,66.66666666666667,Gilles Simon,Jannik Sinner,Gilles Simon,Cologne 2
14,3,17,82.3529411764706,11,2,13,84.61538461538461,Alexander Zverev,Alexander Zverev,Adrian Mannarino,Cologne 2
4,6,10,40.0,4,3,7,57.142857142857146,Adrian Mannarino,Alexander Zverev,Adrian Mannarino,Cologne 2
13,5,18,72.22222222222223,3,2,5,60.0,Diego Schwartzman,Diego Schwartzman,Felix Auger Aliassime,Cologne 2
10,6,16,62.5,9,3,12,75.0,Felix Auger Aliassime,Diego Schwartzman,Felix Auger Aliassime,Cologne 2
15,3,18,83.33333333333333,12,2,14,85.71428571428571,Alexander Zverev,Alexander Zverev,Jannik Sinner,Cologne 2
10,4,14,71.42857142857143,3,1,4,75.0,Jannik Sinner,Alexander Zverev,Jannik Sinner,Cologne 2
16,3,19,84.21052631578948,13,2,15,86.66666666666667,Alexander Zverev,Alexander Zverev,Diego Schwartzman,Cologne 2
14,5,19,73.6842105263158,4,2,6,66.66666666666667,Diego Schwartzman,Alexander Zverev,Diego Schwartzman,Cologne 2
11,2,13,84.61538461538461,7,1,8,87.5,Dominic Thiem,Dominic Thiem,Vitaliy Sachko,Vienna
0,0,0,,0,0,0,,Vitaliy Sachko,Dominic Thiem,Vitaliy Sachko,Vienna
4,5,9,44.44444444444444,4,3,7,57.142857142857146,Frances Tiafoe,Frances Tiafoe,Corentin Moutet,Nur-Sultan
3,4,7,42.857142857142854,2,2,4,50.0,Corentin Moutet,Frances Tiafoe,Corentin Moutet,Nur-Sultan
6,5,11,54.54545454545455,1,2,3,33.333333333333336,Christian Garin,Christian Garin,Stan Wawrinka,Vienna
4,3,7,57.142857142857146,2,1,3,66.66666666666667,Stan Wawrinka,Christian Garin,Stan Wawrinka,Vienna
2,4,6,33.333333333333336,2,3,5,40.0,Egor Gerasimov,Egor Gerasimov,Lloyd Harris,Nur-Sultan
6,5,11,54.54545454545455,5,4,9,55.55555555555556,Lloyd Harris,Egor Gerasimov,Lloyd Harris,Nur-Sultan
10,5,15,66.66666666666667,3,2,5,60.0,Jannik Sinner,Jannik Sinner,Casper Ruud,Vienna
11,6,17,64.70588235294117,2,2,4,50.0,Casper Ruud,Jannik Sinner,Casper Ruud,Vienna
4,4,8,50.0,0,1,1,0.0,Jiri Vesely,Jiri Vesely,Tennys Sandgren,Nur-Sultan
3,7,10,30.0,2,4,6,33.333333333333336,Tennys Sandgren,Jiri Vesely,Tennys Sandgren,Nur-Sultan
19,4,23,82.6086956521739,9,2,11,81.81818181818181,Andrey Rublev,Andrey Rublev,Norbert Gombos,Vienna
3,3,6,50.0,1,2,3,33.333333333333336,Norbert Gombos,Andrey Rublev,Norbert Gombos,Vienna
8,5,13,61.53846153846154,8,3,11,72.72727272727273,Daniil Medvedev,Daniil Medvedev,Jason Jung,Vienna
0,2,2,0.0,0,1,1,0.0,Jason Jung,Daniil Medvedev,Jason Jung,Vienna
1,2,3,33.333333333333336,1,2,3,33.333333333333336,Fernando Verdasco,Fernando Verdasco,James Duckworth,Nur-Sultan
0,4,4,0.0,0,3,3,0.0,James Duckworth,Fernando Verdasco,James Duckworth,Nur-Sultan
3,3,6,50.0,3,2,5,60.0,Vasek Pospisil,Vasek Pospisil,Felix Auger Aliassime,Vienna
10,7,17,58.8235294117647,9,4,13,69.23076923076923,Felix Auger Aliassime,Vasek Pospisil,Felix Auger Aliassime,Vienna
3,4,7,42.857142857142854,2,2,4,50.0,Radu Albot,Radu Albot,Dmitry Popko,Nur-Sultan
0,0,0,,0,0,0,,Dmitry Popko,Radu Albot,Dmitry Popko,Nur-Sultan
3,5,8,37.5,1,2,3,33.333333333333336,Kevin Anderson,Kevin Anderson,Dennis Novak,Vienna
2,5,7,28.571428571428573,2,3,5,40.0,Dennis Novak,Kevin Anderson,Dennis Novak,Vienna
3,6,9,33.333333333333336,0,3,3,0.0,Tommy Paul,Tommy Paul,Stefano Travaglia,Nur-Sultan
4,4,8,50.0,0,1,1,0.0,Stefano Travaglia,Tommy Paul,Stefano Travaglia,Nur-Sultan
10,5,15,66.66666666666667,6,3,9,66.66666666666667,Pablo Carreno Busta,Pablo Carreno Busta,Gael Monfils,Vienna
0,3,3,0.0,0,0,0,,Gael Monfils,Pablo Carreno Busta,Gael Monfils,Vienna
1,4,5,20.0,0,3,3,0.0,Mackenzie McDonald,Mackenzie McDonald,Alexander Bublik,Nur-Sultan
4,7,11,36.36363636363637,1,3,4,25.0,Alexander Bublik,Mackenzie McDonald,Alexander Bublik,Nur-Sultan
1,1,2,50.0,0,0,0,,Jurij Rodionov,Jurij Rodionov,Denis Shapovalov,Vienna
13,6,19,68.42105263157895,8,4,12,66.66666666666667,Denis Shapovalov,Jurij Rodionov,Denis Shapovalov,Vienna
0,3,3,0.0,0,1,1,0.0,Andreas Seppi,Andreas Seppi,Aslan Karatsev,Nur-Sultan
1,1,2,50.0,1,1,2,50.0,Aslan Karatsev,Andreas Seppi,Aslan Karatsev,Nur-Sultan
5,7,12,41.666666666666664,5,4,9,55.55555555555556,Daniel Evans,Daniel Evans,Aljaz Bedene,Vienna
4,4,8,50.0,2,3,5,40.0,Aljaz Bedene,Daniel Evans,Aljaz Bedene,Vienna
0,2,2,0.0,0,1,1,0.0,Yuichi Sugita,Yuichi Sugita,Damir Dzumhur,Nur-Sultan
0,2,2,0.0,0,2,2,0.0,Damir Dzumhur,Yuichi Sugita,Damir Dzumhur,Nur-Sultan
10,5,15,66.66666666666667,4,3,7,57.142857142857146,Grigor Dimitrov,Grigor Dimitrov,Karen Khachanov,Vienna
11,7,18,61.111111111111114,7,4,11,63.63636363636363,Karen Khachanov,Grigor Dimitrov,Karen Khachanov,Vienna
14,5,19,73.6842105263158,5,2,7,71.42857142857143,Stefanos Tsitsipas,Stefanos Tsitsipas,Jan Lennard Struff,Vienna
7,7,14,50.0,6,4,10,60.0,Jan Lennard Struff,Stefanos Tsitsipas,Jan Lennard Struff,Vienna
4,5,9,44.44444444444444,3,3,6,50.0,Jordan Thompson,Jordan Thompson,Cameron Norrie,Nur-Sultan
5,5,10,50.0,5,4,9,55.55555555555556,Cameron Norrie,Jordan Thompson,Cameron Norrie,Nur-Sultan
5,6,11,45.45454545454545,0,2,2,0.0,Lorenzo Sonego,Lorenzo Sonego,Dusan Lajovic,Vienna
5,8,13,38.46153846153846,0,3,3,0.0,Dusan Lajovic,Lorenzo Sonego,Dusan Lajovic,Vienna
2,6,8,25.0,2,4,6,33.333333333333336,Emil Ruusuvuori,Emil Ruusuvuori,Timofey Skatov,Nur-Sultan
0,0,0,,0,0,0,,Timofey Skatov,Emil Ruusuvuori,Timofey Skatov,Nur-Sultan
6,6,12,50.0,3,3,6,50.0,Hubert Hurkacz,Hubert Hurkacz,Attila Balazs,Vienna
1,2,3,33.333333333333336,0,1,1,0.0,Attila Balazs,Hubert Hurkacz,Attila Balazs,Vienna
3,3,6,50.0,2,2,4,50.0,Mikhail Kukushkin,Mikhail Kukushkin,Federico Delbonis,Nur-Sultan
4,4,8,50.0,0,1,1,0.0,Federico Delbonis,Mikhail Kukushkin,Federico Delbonis,Nur-Sultan
10,5,15,66.66666666666667,9,3,12,75.0,Borna Coric,Borna Coric,Taylor Fritz,Vienna
6,7,13,46.15384615384615,4,4,8,50.0,Taylor Fritz,Borna Coric,Taylor Fritz,Vienna
19,2,21,90.47619047619048,8,1,9,88.88888888888889,Novak Djokovic,Novak Djokovic,Filip Krajinovic,Vienna
7,5,12,58.333333333333336,5,3,8,62.5,Filip Krajinovic,Novak Djokovic,Filip Krajinovic,Vienna
5,5,10,50.0,5,3,8,62.5,Frances Tiafoe,Frances Tiafoe,Miomir Kecmanovic,Nur-Sultan
8,5,13,61.53846153846154,3,3,6,50.0,Miomir Kecmanovic,Frances Tiafoe,Miomir Kecmanovic,Nur-Sultan
12,2,14,85.71428571428571,8,1,9,88.88888888888889,Dominic Thiem,Dominic Thiem,Christian Garin,Vienna
7,5,12,58.333333333333336,2,2,4,50.0,Christian Garin,Dominic Thiem,Christian Garin,Vienna
3,4,7,42.857142857142854,3,3,6,50.0,Egor Gerasimov,Egor Gerasimov,Jiri Vesely,Nur-Sultan
5,4,9,55.55555555555556,1,1,2,50.0,Jiri Vesely,Egor Gerasimov,Jiri Vesely,Nur-Sultan
20,4,24,83.33333333333333,10,2,12,83.33333333333333,Andrey Rublev,Andrey Rublev,Jannik Sinner,Vienna
11,5,16,68.75,4,2,6,66.66666666666667,Jannik Sinner,Andrey Rublev,Jannik Sinner,Vienna
4,7,11,36.36363636363637,3,4,7,42.857142857142854,John Millman,John Millman,Fernando Verdasco,Nur-Sultan
2,2,4,50.0,2,2,4,50.0,Fernando Verdasco,John Millman,Fernando Verdasco,Nur-Sultan
9,5,14,64.28571428571429,9,3,12,75.0,Daniil Medvedev,Daniil Medvedev,Vasek Pospisil,Vienna
4,3,7,57.142857142857146,4,2,6,66.66666666666667,Vasek Pospisil,Daniil Medvedev,Vasek Pospisil,Vienna
4,6,10,40.0,1,3,4,25.0,Tommy Paul,Tommy Paul,Radu Albot,Nur-Sultan
4,4,8,50.0,3,2,5,60.0,Radu Albot,Tommy Paul,Radu Albot,Nur-Sultan
4,5,9,44.44444444444444,2,2,4,50.0,Kevin Anderson,Kevin Anderson,Pablo Carreno Busta,Vienna
11,5,16,68.75,7,3,10,70.0,Pablo Carreno Busta,Kevin Anderson,Pablo Carreno Busta,Vienna
2,4,6,33.333333333333336,1,3,4,25.0,Mackenzie McDonald,Mackenzie McDonald,Andreas Seppi,Nur-Sultan
1,3,4,25.0,1,1,2,50.0,Andreas Seppi,Mackenzie McDonald,Andreas Seppi,Nur-Sultan
6,7,13,46.15384615384615,6,4,10,60.0,Daniel Evans,Daniel Evans,Jurij Rodionov,Vienna
2,1,3,66.66666666666667,1,0,1,100.0,Jurij Rodionov,Daniel Evans,Jurij Rodionov,Vienna
4,7,11,36.36363636363637,4,4,8,50.0,Adrian Mannarino,Adrian Mannarino,Yuichi Sugita,Nur-Sultan
1,2,3,33.333333333333336,1,1,2,50.0,Yuichi Sugita,Adrian Mannarino,Yuichi Sugita,Nur-Sultan
11,5,16,68.75,5,3,8,62.5,Grigor Dimitrov,Grigor Dimitrov,Stefanos Tsitsipas,Vienna
15,5,20,75.0,6,2,8,75.0,Stefanos Tsitsipas,Grigor Dimitrov,Stefanos Tsitsipas,Vienna
3,6,9,33.333333333333336,3,4,7,42.857142857142854,Emil Ruusuvuori,Emil Ruusuvuori,Jordan Thompson,Nur-Sultan
5,5,10,50.0,4,3,7,57.142857142857146,Jordan Thompson,Emil Ruusuvuori,Jordan Thompson,Nur-Sultan
6,6,12,50.0,1,2,3,33.333333333333336,Lorenzo Sonego,Lorenzo Sonego,Hubert Hurkacz,Vienna
7,6,13,53.84615384615385,4,3,7,57.142857142857146,Hubert Hurkacz,Lorenzo Sonego,Hubert Hurkacz,Vienna
4,3,7,57.142857142857146,3,2,5,60.0,Mikhail Kukushkin,Mikhail Kukushkin,Benoit Paire,Nur-Sultan
1,5,6,16.666666666666668,0,2,2,0.0,Benoit Paire,Mikhail Kukushkin,Benoit Paire,Nur-Sultan
20,2,22,90.9090909090909,9,1,10,90.0,Novak Djokovic,Novak Djokovic,Borna Coric,Vienna
11,5,16,68.75,10,3,13,76.92307692307692,Borna Coric,Novak Djokovic,Borna Coric,Vienna
6,5,11,54.54545454545455,6,3,9,66.66666666666667,Frances Tiafoe,Frances Tiafoe,Egor Gerasimov,Nur-Sultan
4,4,8,50.0,4,3,7,57.142857142857146,Egor Gerasimov,Frances Tiafoe,Egor Gerasimov,Nur-Sultan
21,4,25,84.0,11,2,13,84.61538461538461,Andrey Rublev,Andrey Rublev,Dominic Thiem,Vienna
13,2,15,86.66666666666667,9,1,10,90.0,Dominic Thiem,Andrey Rublev,Dominic Thiem,Vienna
5,7,12,41.666666666666664,4,4,8,50.0,John Millman,John Millman,Tommy Paul,Nur-Sultan
5,6,11,45.45454545454545,2,3,5,40.0,Tommy Paul,John Millman,Tommy Paul,Nur-Sultan
5,5,10,50.0,3,2,5,60.0,Kevin Anderson,Kevin Anderson,Daniil Medvedev,Vienna
10,5,15,66.66666666666667,10,3,13,76.92307692307692,Daniil Medvedev,Kevin Anderson,Daniil Medvedev,Vienna
5,7,12,41.666666666666664,5,4,9,55.55555555555556,Adrian Mannarino,Adrian Mannarino,Mackenzie McDonald,Nur-Sultan
3,4,7,42.857142857142854,2,3,5,40.0,Mackenzie McDonald,Adrian Mannarino,Mackenzie McDonald,Nur-Sultan
7,7,14,50.0,7,4,11,63.63636363636363,Daniel Evans,Daniel Evans,Grigor Dimitrov,Vienna
12,5,17,70.58823529411765,6,3,9,66.66666666666667,Grigor Dimitrov,Daniel Evans,Grigor Dimitrov,Vienna
4,6,10,40.0,4,4,8,50.0,Emil Ruusuvuori,Emil Ruusuvuori,Mikhail Kukushkin,Nur-Sultan
5,3,8,62.5,4,2,6,66.66666666666667,Mikhail Kukushkin,Emil Ruusuvuori,Mikhail Kukushkin,Nur-Sultan
7,6,13,53.84615384615385,2,2,4,50.0,Lorenzo Sonego,Lorenzo Sonego,Novak Djokovic,Vienna
21,2,23,91.30434782608695,10,1,11,90.9090909090909,Novak Djokovic,Lorenzo Sonego,Novak Djokovic,Vienna
6,7,13,46.15384615384615,5,4,9,55.55555555555556,John Millman,John Millman,Frances Tiafoe,Nur-Sultan
7,5,12,58.333333333333336,7,3,10,70.0,Frances Tiafoe,John Millman,Frances Tiafoe,Nur-Sultan
22,4,26,84.61538461538461,12,2,14,85.71428571428571,Andrey Rublev,Andrey Rublev,Kevin Anderson,Vienna
6,5,11,54.54545454545455,4,2,6,66.66666666666667,Kevin Anderson,Andrey Rublev,Kevin Anderson,Vienna
6,7,13,46.15384615384615,6,4,10,60.0,Adrian Mannarino,Adrian Mannarino,Emil Ruusuvuori,Nur-Sultan
5,6,11,45.45454545454545,5,4,9,55.55555555555556,Emil Ruusuvuori,Adrian Mannarino,Emil Ruusuvuori,Nur-Sultan
8,6,14,57.142857142857146,3,2,5,60.0,Lorenzo Sonego,Lorenzo Sonego,Daniel Evans,Vienna
8,7,15,53.333333333333336,8,4,12,66.66666666666667,Daniel Evans,Lorenzo Sonego,Daniel Evans,Vienna
7,7,14,50.0,6,4,10,60.0,John Millman,John Millman,Adrian Mannarino,Nur-Sultan
7,7,14,50.0,7,4,11,63.63636363636363,Adrian Mannarino,John Millman,Adrian Mannarino,Nur-Sultan
23,4,27,85.18518518518519,13,2,15,86.66666666666667,Andrey Rublev,Andrey Rublev,Lorenzo Sonego,Vienna
9,6,15,60.0,4,2,6,66.66666666666667,Lorenzo Sonego,Andrey Rublev,Lorenzo Sonego,Vienna
11,6,17,64.70588235294117,7,3,10,70.0,Ugo Humbert,Ugo Humbert,Casper Ruud,Paris Masters
11,7,18,61.111111111111114,2,3,5,40.0,Casper Ruud,Ugo Humbert,Casper Ruud,Paris Masters
3,5,8,37.5,2,3,5,40.0,Corentin Moutet,Corentin Moutet,Salvatore Caruso,Paris Masters
3,6,9,33.333333333333336,2,3,5,40.0,Salvatore Caruso,Corentin Moutet,Salvatore Caruso,Paris Masters
5,6,11,45.45454545454545,3,4,7,42.857142857142854,Marin Cilic,Marin Cilic,Felix Auger Aliassime,Paris Masters
10,8,18,55.55555555555556,9,5,14,64.28571428571429,Felix Auger Aliassime,Marin Cilic,Felix Auger Aliassime,Paris Masters
12,5,17,70.58823529411765,11,4,15,73.33333333333333,Milos Raonic,Milos Raonic,Aljaz Bedene,Paris Masters
4,5,9,44.44444444444444,2,4,6,33.333333333333336,Aljaz Bedene,Milos Raonic,Aljaz Bedene,Paris Masters
2,4,6,33.333333333333336,1,2,3,33.333333333333336,Pierre Hugues Herbert,Pierre Hugues Herbert,Tennys Sandgren,Paris Masters
3,8,11,27.272727272727273,2,5,7,28.571428571428573,Tennys Sandgren,Pierre Hugues Herbert,Tennys Sandgren,Paris Masters
5,5,10,50.0,4,4,8,50.0,Marcos Giron,Marcos Giron,Albert Ramos,Paris Masters
2,7,9,22.22222222222222,0,2,2,0.0,Albert Ramos,Marcos Giron,Albert Ramos,Paris Masters
6,6,12,50.0,4,3,7,57.142857142857146,Kevin Anderson,Kevin Anderson,Laslo Djere,Paris Masters
8,3,11,72.72727272727273,0,1,1,0.0,Laslo Djere,Kevin Anderson,Laslo Djere,Paris Masters
9,7,16,56.25,4,3,7,57.142857142857146,Lorenzo Sonego,Lorenzo Sonego,Alexander Bublik,Paris Masters
4,8,12,33.333333333333336,1,4,5,20.0,Alexander Bublik,Lorenzo Sonego,Alexander Bublik,Paris Masters
8,5,13,61.53846153846154,8,3,11,72.72727272727273,Alex De Minaur,Alex De Minaur,Stefano Travaglia,Paris Masters
4,5,9,44.44444444444444,0,2,2,0.0,Stefano Travaglia,Alex De Minaur,Stefano Travaglia,Paris Masters
9,5,14,64.28571428571429,8,3,11,72.72727272727273,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Karen Khachanov,Paris Masters
11,8,19,57.89473684210526,7,5,12,58.333333333333336,Karen Khachanov,Alejandro Davidovich Fokina,Karen Khachanov,Paris Masters
1,1,2,50.0,0,0,0,,Benjamin Bonzi,Benjamin Bonzi,Federico Coria,Paris Masters
4,5,9,44.44444444444444,1,2,3,33.333333333333336,Federico Coria,Benjamin Bonzi,Federico Coria,Paris Masters
2,5,7,28.571428571428573,2,4,6,33.333333333333336,Richard Gasquet,Richard Gasquet,Taylor Fritz,Paris Masters
6,8,14,42.857142857142854,4,5,9,44.44444444444444,Taylor Fritz,Richard Gasquet,Taylor Fritz,Paris Masters
4,5,9,44.44444444444444,3,3,6,50.0,Radu Albot,Radu Albot,Hubert Hurkacz,Paris Masters
7,7,14,50.0,4,4,8,50.0,Hubert Hurkacz,Radu Albot,Hubert Hurkacz,Paris Masters
5,7,12,41.666666666666664,2,4,6,33.333333333333336,Tommy Paul,Tommy Paul,Gilles Simon,Paris Masters
4,5,9,44.44444444444444,4,3,7,57.142857142857146,Gilles Simon,Tommy Paul,Gilles Simon,Paris Masters
4,4,8,50.0,2,2,4,50.0,Stan Wawrinka,Stan Wawrinka,Daniel Evans,Paris Masters
8,8,16,50.0,8,5,13,61.53846153846154,Daniel Evans,Stan Wawrinka,Daniel Evans,Paris Masters
7,8,15,46.666666666666664,7,5,12,58.333333333333336,Adrian Mannarino,Adrian Mannarino,Dusan Lajovic,Paris Masters
5,9,14,35.714285714285715,0,4,4,0.0,Dusan Lajovic,Adrian Mannarino,Dusan Lajovic,Paris Masters
4,6,10,40.0,2,2,4,50.0,Yoshihito Nishioka,Yoshihito Nishioka,Pablo Andujar,Paris Masters
2,4,6,33.333333333333336,1,2,3,33.333333333333336,Pablo Andujar,Yoshihito Nishioka,Pablo Andujar,Paris Masters
8,6,14,57.142857142857146,3,4,7,42.857142857142854,Miomir Kecmanovic,Miomir Kecmanovic,John Millman,Paris Masters
8,7,15,53.333333333333336,7,4,11,63.63636363636363,John Millman,Miomir Kecmanovic,John Millman,Paris Masters
3,4,7,42.857142857142854,1,3,4,25.0,Norbert Gombos,Norbert Gombos,Marco Cecchinato,Paris Masters
7,5,12,58.333333333333336,0,2,2,0.0,Marco Cecchinato,Norbert Gombos,Marco Cecchinato,Paris Masters
7,8,15,46.666666666666664,6,5,11,54.54545454545455,Jan Lennard Struff,Jan Lennard Struff,Nikoloz Basilashvili,Paris Masters
0,6,6,0.0,0,2,2,0.0,Nikoloz Basilashvili,Jan Lennard Struff,Nikoloz Basilashvili,Paris Masters
11,6,17,64.70588235294117,7,4,11,63.63636363636363,Pablo Carreno Busta,Pablo Carreno Busta,Hugo Gaston,Paris Masters
3,1,4,75.0,0,0,0,,Hugo Gaston,Pablo Carreno Busta,Hugo Gaston,Paris Masters
11,6,17,64.70588235294117,10,4,14,71.42857142857143,Borna Coric,Borna Coric,Marton Fucsovics,Paris Masters
7,4,11,63.63636363636363,4,3,7,57.142857142857146,Marton Fucsovics,Borna Coric,Marton Fucsovics,Paris Masters
5,6,11,45.45454545454545,4,4,8,50.0,Jordan Thompson,Jordan Thompson,Federico Delbonis,Paris Masters
4,5,9,44.44444444444444,0,2,2,0.0,Federico Delbonis,Jordan Thompson,Federico Delbonis,Paris Masters
3,5,8,37.5,1,3,4,25.0,Feliciano Lopez,Feliciano Lopez,Filip Krajinovic,Paris Masters
7,6,13,53.84615384615385,5,4,9,55.55555555555556,Filip Krajinovic,Feliciano Lopez,Filip Krajinovic,Paris Masters
12,6,18,66.66666666666667,8,3,11,72.72727272727273,Ugo Humbert,Ugo Humbert,Stefanos Tsitsipas,Paris Masters
15,6,21,71.42857142857143,6,3,9,66.66666666666667,Stefanos Tsitsipas,Ugo Humbert,Stefanos Tsitsipas,Paris Masters
6,6,12,50.0,4,4,8,50.0,Marin Cilic,Marin Cilic,Corentin Moutet,Paris Masters
4,5,9,44.44444444444444,3,3,6,50.0,Corentin Moutet,Marin Cilic,Corentin Moutet,Paris Masters
13,5,18,72.22222222222223,12,4,16,75.0,Milos Raonic,Milos Raonic,Pierre Hugues Herbert,Paris Masters
3,4,7,42.857142857142854,2,2,4,50.0,Pierre Hugues Herbert,Milos Raonic,Pierre Hugues Herbert,Paris Masters
6,5,11,54.54545454545455,5,4,9,55.55555555555556,Marcos Giron,Marcos Giron,Matteo Berrettini,Paris Masters
8,4,12,66.66666666666667,4,2,6,66.66666666666667,Matteo Berrettini,Marcos Giron,Matteo Berrettini,Paris Masters
10,6,16,62.5,10,4,14,71.42857142857143,Daniil Medvedev,Daniil Medvedev,Kevin Anderson,Paris Masters
7,6,13,53.84615384615385,5,3,8,62.5,Kevin Anderson,Daniil Medvedev,Kevin Anderson,Paris Masters
9,5,14,64.28571428571429,9,3,12,75.0,Alex De Minaur,Alex De Minaur,Lorenzo Sonego,Paris Masters
10,7,17,58.8235294117647,5,3,8,62.5,Lorenzo Sonego,Alex De Minaur,Lorenzo Sonego,Paris Masters
10,5,15,66.66666666666667,9,3,12,75.0,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Benjamin Bonzi,Paris Masters
2,1,3,66.66666666666667,1,0,1,100.0,Benjamin Bonzi,Alejandro Davidovich Fokina,Benjamin Bonzi,Paris Masters
14,6,20,70.0,4,3,7,57.142857142857146,Diego Schwartzman,Diego Schwartzman,Richard Gasquet,Paris Masters
3,5,8,37.5,3,4,7,42.857142857142854,Richard Gasquet,Diego Schwartzman,Richard Gasquet,Paris Masters
24,4,28,85.71428571428571,14,2,16,87.5,Andrey Rublev,Andrey Rublev,Radu Albot,Paris Masters
5,5,10,50.0,4,3,7,57.142857142857146,Radu Albot,Andrey Rublev,Radu Albot,Paris Masters
5,4,9,55.55555555555556,3,2,5,60.0,Stan Wawrinka,Stan Wawrinka,Tommy Paul,Paris Masters
6,7,13,46.15384615384615,3,4,7,42.857142857142854,Tommy Paul,Stan Wawrinka,Tommy Paul,Paris Masters
8,8,16,50.0,8,5,13,61.53846153846154,Adrian Mannarino,Adrian Mannarino,Yoshihito Nishioka,Paris Masters
5,6,11,45.45454545454545,3,2,5,60.0,Yoshihito Nishioka,Adrian Mannarino,Yoshihito Nishioka,Paris Masters
17,3,20,85.0,14,2,16,87.5,Alexander Zverev,Alexander Zverev,Miomir Kecmanovic,Paris Masters
9,6,15,60.0,4,4,8,50.0,Miomir Kecmanovic,Alexander Zverev,Miomir Kecmanovic,Paris Masters
